name,latitude,longitude,address,tags
Chi Cafe,41.853545,-87.6345564,"South Archer Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '2160', 'addr:postcode': '60616', 'addr:state': 'IL', 'addr:street': 'South Archer Avenue', 'amenity': 'restaurant', 'cuisine': 'chinese', 'name': 'Chi Cafe', 'opening_hours': '16:00-02:00', 'phone': '+1-312-842-9993', 'website': 'https://www.chicafeonline.com/'}"
437 Rush,41.8904253,-87.6251166,"N/A, N/A","{'amenity': 'restaurant', 'name': '437 Rush'}"
Naf Naf Grill,41.8812924,-87.6413733,"South Clinton Street, Chicago","{'addr:city': 'Chicago', 'addr:postcode': '60661', 'addr:state': 'IL', 'addr:street': 'South Clinton Street', 'amenity': 'restaurant', 'brand': 'Naf Naf Grill', 'brand:wikidata': 'Q111901442', 'cuisine': 'middle_eastern', 'name': 'Naf Naf Grill'}"
The Original Pancake House,41.8098666,-87.5931455,"East 47th Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '1358', 'addr:postcode': '60653', 'addr:state': 'IL', 'addr:street': 'East 47th Street', 'amenity': 'restaurant', 'brand': 'The Original Pancake House', 'brand:wikidata': 'Q7755384', 'cuisine': 'breakfast;pancake', 'name': 'The Original Pancake House', 'website': 'https://www.ophchicagoland.com/hyde-park/'}"
Virtue,41.7996677,-87.5893002,"East 53rd Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '1462', 'addr:postcode': '60615', 'addr:state': 'IL', 'addr:street': 'East 53rd Street', 'amenity': 'restaurant', 'cuisine': 'southern', 'name': 'Virtue', 'phone': '+1-773-947-8831', 'website': 'https://www.virtuerestaurant.com'}"
O'Brien's,41.8880324,-87.6260205,"N/A, N/A","{'amenity': 'restaurant', 'name': ""O'Brien's""}"
Nando's,41.8931636,-87.6215926,"N/A, N/A","{'addr:housenumber': '227', 'amenity': 'restaurant', 'brand': ""Nando's"", 'brand:wikidata': 'Q3472954', 'cuisine': 'chicken;portuguese', 'name': ""Nando's"", 'website': 'https://www.nandosperiperi.com/find/streeterville/'}"
Sitdown Cafe and Sushi Bar,41.799642,-87.5943698,"East 53rd Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '1312', 'addr:postcode': '60615', 'addr:state': 'IL', 'addr:street': 'East 53rd Street', 'amenity': 'restaurant', 'cuisine': 'pizza;italian;japanese;sandwich', 'name': 'Sitdown Cafe and Sushi Bar', 'outdoor_seating': 'yes'}"
Nella Pizza e Pasta,41.7948754,-87.5987636,"East 55th Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '1125', 'addr:postcode': '60637', 'addr:state': 'IL', 'addr:street': 'East 55th Street', 'amenity': 'restaurant', 'cuisine': 'italian;pizza', 'name': 'Nella Pizza e Pasta', 'website': 'https://nellachicago.com/'}"
Quantum Cafe,41.7921103,-87.6016611,"N/A, N/A","{'amenity': 'restaurant', 'name': 'Quantum Cafe'}"
Beatnik On The River,41.8854389,-87.6372981,"North Wacker Drive, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '180', 'addr:postcode': '60606', 'addr:state': 'IL', 'addr:street': 'North Wacker Drive', 'amenity': 'restaurant', 'name': 'Beatnik On The River', 'opening_hours': 'Mo-Fr 11:00-22:00', 'phone': '+1-312-526-3345', 'website': 'https://www.beatnikontheriver.com'}"
Chiya Chai,41.8819871,-87.6248866,"East Madison Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '79', 'addr:postcode': '60602', 'addr:state': 'IL', 'addr:street': 'East Madison Street', 'amenity': 'restaurant', 'cuisine': 'tea;indian', 'name': 'Chiya Chai', 'takeaway': 'yes', 'website': 'https://Chiyachai.com'}"
Gao’s Kabob,41.8523343,-87.6333754,"West 22nd Place, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '232', 'addr:postcode': '60616', 'addr:state': 'IL', 'addr:street': 'West 22nd Place', 'amenity': 'restaurant', 'cuisine': 'chinese', 'internet_access': 'wlan', 'name': 'Gao’s Kabob', 'opening_hours': 'Mo-Su 17:00-02:00', 'phone': '+1 312 526 3836'}"
Daley's Restaurant,41.780576,-87.6056016,"South Cottage Grove Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '6257', 'addr:postcode': '60637', 'addr:state': 'IL', 'addr:street': 'South Cottage Grove Avenue', 'amenity': 'restaurant', 'cuisine': 'american', 'name': ""Daley's Restaurant"", 'website': 'https://www.daleysrestaurant.com/'}"
Wow Bao,41.8863212,-87.6247899,"N/A, N/A","{'amenity': 'restaurant', 'cuisine': 'asian', 'name': 'Wow Bao'}"
Casa Margarita,41.8913101,-87.6120001,"East Illinois Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '580', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'East Illinois Street', 'amenity': 'restaurant', 'cuisine': 'mexican', 'name': 'Casa Margarita', 'opening_hours': 'Su-Th 11:00-11:00, Fr,Sa 11:00-24:00'}"
Furama Restaurant,41.8415825,-87.6321476,"South Wentworth Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '2828', 'addr:postcode': '60616', 'addr:state': 'IL', 'addr:street': 'South Wentworth Avenue', 'amenity': 'restaurant', 'cuisine': 'asian', 'email': 'edlau6888@yahoo.com', 'name': 'Furama Restaurant', 'operator': 'Eddie Lau & Nancy Lau', 'phone': '+1 312 225 6888'}"
Edie's All Day Cafe & Bar,41.894367,-87.6339595,"North Wells Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '675', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North Wells Street', 'amenity': 'restaurant', 'name': ""Edie's All Day Cafe & Bar"", 'phone': '+1 (312) 626-6574', 'website': 'https://www.ediescafebar.com'}"
Fatpour Tap Works,41.8526635,-87.6226785,"South Indiana Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '2206', 'addr:postcode': '60616', 'addr:state': 'IL', 'addr:street': 'South Indiana Avenue', 'amenity': 'restaurant', 'name': 'Fatpour Tap Works', 'name:en': 'Fatpour (McCormick)', 'opening_hours': 'Sa,Su 10:00-02:00, Mo-Fr 11:00-02:00', 'phone': '+1-312-878-9292', 'website': 'https://www.fatpourmccormick.com/'}"
Avec (River North),41.8937721,-87.6329701,"West Erie Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '141', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Erie Street', 'amenity': 'restaurant', 'cuisine': 'french', 'name': 'Avec (River North)', 'phone': '+1-312-736-1778', 'website': 'https://www.avecrestaurant.com/reservations-river-north', 'wheelchair': 'yes'}"
Land & Lake Kitchen,41.8877725,-87.625499,"East Wacker Drive, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '81', 'addr:postcode': '60601', 'addr:state': 'IL', 'addr:street': 'East Wacker Drive', 'amenity': 'restaurant', 'cuisine': 'american', 'name': 'Land & Lake Kitchen', 'opening_hours': 'Mo-Fr 06:30-22:00; Sa-Su 07:00-22:00', 'phone': '+1-312-253-2337', 'website': 'https://www.landlkitchen.com'}"
Fisk & Co.,41.886534,-87.626108,"North Wabash Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '225', 'addr:postcode': '60601', 'addr:state': 'IL', 'addr:street': 'North Wabash Avenue', 'amenity': 'restaurant', 'cuisine': 'seafood;beer;bar;american', 'name': 'Fisk & Co.', 'opening_hours': 'Su-Mo 17:00-21:00; Tu-Th 17:00-22:00; Fr-Sa 17:00-23:00', 'phone': '+1-312-236-9300', 'website': 'https://www.fiskandcochicago.com'}"
Chuckies Grill,41.7588656,-87.5909705,"East 75th Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '1358', 'addr:postcode': '60619', 'addr:state': 'IL', 'addr:street': 'East 75th Street', 'amenity': 'restaurant', 'name': 'Chuckies Grill'}"
Babas Halal,41.7777448,-87.6154163,"South Doctor Martin Luther King Junior Drive, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '6421', 'addr:postcode': '60637', 'addr:state': 'IL', 'addr:street': 'South Doctor Martin Luther King Junior Drive', 'amenity': 'restaurant', 'name': 'Babas Halal'}"
2 Potz & A Pan Eatery,41.7842154,-87.6133961,"South Eberhart Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '6052', 'addr:postcode': '60637', 'addr:state': 'IL', 'addr:street': 'South Eberhart Avenue', 'amenity': 'restaurant', 'name': '2 Potz & A Pan Eatery'}"
Beatrix Market,41.8849259,-87.6366541,"North Wacker Drive, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '155', 'addr:postcode': '60606', 'addr:state': 'IL', 'addr:street': 'North Wacker Drive', 'amenity': 'restaurant', 'check_date': '2023-08-07', 'name': 'Beatrix Market', 'outdoor_seating': 'no', 'phone': '+1 (312) 629-0025', 'smoking': 'no', 'website': 'http://beatrixrestaurants.com/beatrix-market/loop/'}"
Market Creations,41.8860808,-87.6396188,"West Lake Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '444', 'addr:postcode': '60606', 'addr:state': 'IL', 'addr:street': 'West Lake Street', 'amenity': 'restaurant', 'name': 'Market Creations', 'website': 'http://marketcreationscafe.com'}"
MingHin Cuisine,41.8533599,-87.6348285,"South Archer Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '2168', 'addr:postcode': '60616', 'addr:state': 'IL', 'addr:street': 'South Archer Avenue', 'amenity': 'restaurant', 'branch': 'Chinatown', 'cuisine': 'chinese', 'name': 'MingHin Cuisine', 'phone': '+1-312-808-1999', 'website': 'https://www.minghincuisine.com/'}"
Lotus Bahn Mi,41.8833459,-87.6330464,"West Washington Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '166', 'addr:postcode': '60602', 'addr:state': 'IL', 'addr:street': 'West Washington Street', 'amenity': 'restaurant', 'cuisine': 'vietnamese', 'delivery': 'yes', 'name': 'Lotus Bahn Mi', 'opening_hours': 'Mo-Fr 11:00-15:00', 'outdoor_seating': 'no', 'smoking': 'no', 'takeaway': 'yes', 'wheelchair': 'yes'}"
AceBounce,41.8865115,-87.6311851,"North Clark Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '230', 'addr:postcode': '60601', 'addr:state': 'IL', 'addr:street': 'North Clark Street', 'amenity': 'restaurant', 'name': 'AceBounce', 'phone': '+1-773-219-0900', 'website': 'https://acebounce.com/1901-restaurant'}"
312 Chicago,41.8843343,-87.6326876,"North LaSalle Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '136', 'addr:postcode': '60602', 'addr:state': 'IL', 'addr:street': 'North LaSalle Street', 'amenity': 'restaurant', 'cuisine': 'american', 'name': '312 Chicago', 'phone': '+1-312-696-2420', 'website': 'https://312chicago.com/'}"
676 Restaurant & Bar,41.8945559,-87.6247046,"North Michigan Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '676', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'North Michigan Avenue', 'amenity': 'restaurant', 'name': '676 Restaurant & Bar', 'phone': '+1-312-944-6664 ext 59', 'website': 'http://676restaurant.com/'}"
About Last Knife,41.8851217,-87.6247625,"North Michigan Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '168', 'addr:postcode': '60601', 'addr:state': 'IL', 'addr:street': 'North Michigan Avenue', 'amenity': 'restaurant', 'name': 'About Last Knife', 'outdoor_seating': 'no', 'phone': '+1-312-392-2440', 'website': 'https://alkchicago.com/'}"
Entrée,41.859079,-87.6252706,"South Wabash Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '1639', 'addr:postcode': '60616', 'addr:state': 'IL', 'addr:street': 'South Wabash Avenue', 'amenity': 'restaurant', 'check_date': '2023-08-22', 'cuisine': 'american', 'name': 'Entrée', 'phone': '+1-312-360-9500', 'website': 'https://acadiachicago.com'}"
320 River Bar,41.8880886,-87.6300745,"North Dearborn Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '320', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North Dearborn Street', 'amenity': 'restaurant', 'cuisine': 'american', 'name': '320 River Bar', 'opening_hours': 'Mo-Su 11:00-23:00', 'phone': '+1-312-321-7129', 'website': 'https://www.320riverbar.com/'}"
Ara On,41.8797646,-87.6331918,"West Adams Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '160', 'addr:postcode': '60603', 'addr:state': 'IL', 'addr:street': 'West Adams Street', 'amenity': 'restaurant', 'name': 'Ara On', 'phone': '+1-312-781-7300', 'website': 'http://www.ara-on.com/'}"
Arturo Express,41.8795853,-87.6398545,"South Canal Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '130', 'addr:postcode': '60606', 'addr:state': 'IL', 'addr:street': 'South Canal Street', 'amenity': 'restaurant', 'cuisine': 'italian', 'name': 'Arturo Express', 'phone': '+1-312-474-9289', 'website': 'http://www.arturoexpress.com/'}"
Bandera Restaurant,41.8919452,-87.6235734,"North Michigan Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '535', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'North Michigan Avenue', 'amenity': 'restaurant', 'name': 'Bandera Restaurant', 'phone': '+1-312-644-3524', 'website': 'https://banderarestaurants.com/'}"
Bar Louie,41.8720729,-87.6288361,"West Polk Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '47', 'addr:postcode': '60605', 'addr:state': 'IL', 'addr:street': 'West Polk Street', 'amenity': 'restaurant', 'check_date': '2022-09-16', 'cuisine': 'sandwich;pizza', 'name': 'Bar Louie', 'payment:credit_cards': 'yes', 'phone': '+1-312-347-0000', 'website': 'https://www.barlouie.com/locations/us/il/chicago/printers-row'}"
BienMeSabe Venezuelan Arepa Bar,41.8794043,-87.6264844,"East Adams Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '29', 'addr:postcode': '60603', 'addr:state': 'IL', 'addr:street': 'East Adams Street', 'amenity': 'restaurant', 'cuisine': 'venezuelan;small_plates', 'name': 'BienMeSabe Venezuelan Arepa Bar', 'phone': '+1-312-285-2911', 'website': 'https://bienmesabechicago.com'}"
Blackwood BBQ,41.8809067,-87.6413728,"South Clinton Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '28', 'addr:postcode': '60661', 'addr:state': 'IL', 'addr:street': 'South Clinton Street', 'amenity': 'restaurant', 'name': 'Blackwood BBQ', 'phone': '+1-312-631-3431', 'website': 'https://www.blackwoodbbq.com/'}"
Bonchon Chicken,41.8536025,-87.6349408,"South China Place, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '2163', 'addr:postcode': '60616', 'addr:state': 'IL', 'addr:street': 'South China Place', 'amenity': 'restaurant', 'branch': 'Chicago Chinatown', 'brand': 'Bonchon Chicken', 'brand:wikidata': 'Q4941248', 'cuisine': 'chicken;korean;sushi', 'name': 'Bonchon Chicken', 'phone': '+1-312-877-5832', 'website': 'https://locations.bonchon.com/ll/US/IL/Chicago/2163-S-China-Pl'}"
Bongiorno’s Italian Deli & Pizzeria,41.8898208,-87.62637,"North Wabash Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '405', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'North Wabash Avenue', 'amenity': 'restaurant', 'name': 'Bongiorno’s Italian Deli & Pizzeria', 'phone': '+1-312-755-1255', 'website': 'http://www.bongiornoschicago.com/'}"
Boxcar Betty’s,41.8823506,-87.6404069,"West Madison Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '500', 'addr:postcode': '60661', 'addr:state': 'IL', 'addr:street': 'West Madison Street', 'amenity': 'restaurant', 'name': 'Boxcar Betty’s', 'website': 'http://www.boxcarbetty.com/'}"
Brown Bag Seafood,41.8848467,-87.6187821,"Upper East Randolph Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '340', 'addr:postcode': '60601', 'addr:state': 'IL', 'addr:street': 'Upper East Randolph Street', 'amenity': 'restaurant', 'name': 'Brown Bag Seafood', 'phone': '+1-312-496-3999', 'website': 'https://www.brownbagseafood.com/home/'}"
Cafe Moderno,41.8798388,-87.622138,"South Michigan Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '111', 'addr:postcode': '60603', 'addr:state': 'IL', 'addr:street': 'South Michigan Avenue', 'amenity': 'restaurant', 'name': 'Cafe Moderno', 'website': 'https://www.cafe-moderno.com/'}"
Billy Goat Tavern - at the MART,41.8888053,-87.6344719,"West Merchandise Mart Plaza, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '222', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Merchandise Mart Plaza', 'amenity': 'restaurant', 'name': 'Billy Goat Tavern - at the MART', 'phone': '+1-312-464-1045', 'website': 'https://www.billygoattavern.com/locations/michigan/'}"
Blackwood BBQ,41.8856045,-87.6359257,"West Lake Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '307', 'addr:postcode': '60606', 'addr:state': 'IL', 'addr:street': 'West Lake Street', 'amenity': 'restaurant', 'name': 'Blackwood BBQ', 'phone': '+1-312-621-9663', 'website': 'https://www.blackwoodbbq.com/'}"
Blackwood BBQ - Illinois Center,41.8869672,-87.6232241,"North Michigan Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '233', 'addr:postcode': '60601', 'addr:state': 'IL', 'addr:street': 'North Michigan Avenue', 'amenity': 'restaurant', 'cuisine': 'barbecue', 'name': 'Blackwood BBQ - Illinois Center', 'phone': '+1-312-487-4802', 'website': 'https://www.blackwoodbbq.com/'}"
Boleo,41.8808447,-87.6317483,"West Monroe Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '122', 'addr:postcode': '60603', 'addr:state': 'IL', 'addr:street': 'West Monroe Street', 'amenity': 'restaurant', 'name': 'Boleo', 'phone': '+1-312-750-9007', 'website': 'https://www.boleochicago.com/'}"
Catch 35,41.8865361,-87.628485,"West Upper Wacker Drive, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '35', 'addr:postcode': '60601', 'addr:state': 'IL', 'addr:street': 'West Upper Wacker Drive', 'amenity': 'restaurant', 'cuisine': 'seafood', 'name': 'Catch 35', 'phone': '+1-312-346-3500', 'website': 'https://www.catch35.com/'}"
Cherry Circle Room,41.8816636,-87.6252255,"South Michigan Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '12', 'addr:postcode': '60603', 'addr:state': 'IL', 'addr:street': 'South Michigan Avenue', 'amenity': 'restaurant', 'name': 'Cherry Circle Room', 'phone': '+1-312-792-3515', 'website': 'https://www.lsdatcaa.com/'}"
Copper Fox Gastropub,41.8932251,-87.6229122,"East Ontario Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '155', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'East Ontario Street', 'amenity': 'restaurant', 'name': 'Copper Fox Gastropub', 'phone': '+1-312-255-8505', 'website': 'https://copperfoxchicago.com/'}"
Do-Rite Donuts & Chicken,41.8940165,-87.6216897,"East Erie Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '233', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'East Erie Street', 'amenity': 'restaurant', 'name': 'Do-Rite Donuts & Chicken', 'phone': '+1-312-344-1374', 'website': 'http://doritedonuts.com/'}"
Dolo Restaurant and Bar,41.8525597,-87.6360949,"South Archer Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '2222', 'addr:postcode': '60616', 'addr:state': 'IL', 'addr:street': 'South Archer Avenue', 'amenity': 'restaurant', 'cuisine': 'chinese', 'name': 'Dolo Restaurant and Bar', 'phone': '+1-312-877-5117', 'website': 'https://www.dolorestaurant.com/'}"
Fat Fish Bar and Grill,41.8384445,-87.6331359,"West 31st Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '234', 'addr:postcode': '60616', 'addr:state': 'IL', 'addr:street': 'West 31st Street', 'amenity': 'restaurant', 'cuisine': 'seafood', 'name': 'Fat Fish Bar and Grill', 'phone': '+1-312-842-9200', 'website': 'http://orderfatfishbarngrill.com/'}"
Flat Top Grill,41.8811741,-87.6263798,"South Wabash Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '30', 'addr:postcode': '60604', 'addr:state': 'IL', 'addr:street': 'South Wabash Avenue', 'amenity': 'restaurant', 'cuisine': 'asian', 'name': 'Flat Top Grill', 'phone': '+1-312-726-8400', 'website': 'https://www.flattopgrill.com/'}"
Flo & Santos,41.865387,-87.6263756,"South Wabash Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '1310', 'addr:postcode': '60605', 'addr:state': 'IL', 'addr:street': 'South Wabash Avenue', 'amenity': 'restaurant', 'cuisine': 'pizza', 'name': 'Flo & Santos', 'phone': '+1-312-566-9817', 'website': 'https://floandsantos.com/'}"
Franco’s Ristorante,41.8383786,-87.6343653,"West 31st Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '300', 'addr:postcode': '60616', 'addr:state': 'IL', 'addr:street': 'West 31st Street', 'amenity': 'restaurant', 'cuisine': 'italian', 'name': 'Franco’s Ristorante', 'phone': '+1-312-225-9566', 'website': 'https://www.francoschicago.com/'}"
Frietkoten Belgian Fries & Beer,41.8841694,-87.6410082,"North Clinton Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '131', 'addr:postcode': '60606', 'addr:state': 'IL', 'addr:street': 'North Clinton Street', 'amenity': 'restaurant', 'name': 'Frietkoten Belgian Fries & Beer', 'phone': '+1-312-575-0306', 'website': 'https://frenchmarketchicago.com/vendor/frietkoten-belgian-fries-beer/'}"
Giordano's Pizzeria,41.8850813,-87.6236318,"East Randolph Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '130', 'addr:postcode': '60601', 'addr:state': 'IL', 'addr:street': 'East Randolph Street', 'amenity': 'restaurant', 'brand': ""Giordano's Pizzeria"", 'brand:wikidata': 'Q5563393', 'cuisine': 'pizza', 'name': ""Giordano's Pizzeria"", 'phone': '+1-312-616-1200', 'website': 'https://giordanos.com/locations/prudential-plaza-millenium-park/'}"
Giordano's Pizzeria,41.8918168,-87.6095322,"East Grand Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '700', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'East Grand Avenue', 'amenity': 'restaurant', 'brand': ""Giordano's Pizzeria"", 'brand:wikidata': 'Q5563393', 'cuisine': 'pizza', 'name': ""Giordano's Pizzeria"", 'opening_hours:covid19': 'closed', 'phone': '+1-312-288-8783', 'website': 'https://giordanos.com/locations/navy-pier/'}"
Go 4 Food,41.8510926,-87.6325921,"West 23rd Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '212', 'addr:postcode': '60616', 'addr:state': 'IL', 'addr:street': 'West 23rd Street', 'amenity': 'restaurant', 'cuisine': 'chinese', 'name': 'Go 4 Food', 'phone': '+1-312-842-8688', 'website': 'https://www.go4foodusa.com/'}"
El Greco's Burritos,41.8796241,-87.6267974,"East Adams Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '24', 'addr:postcode': '60603', 'addr:state': 'IL', 'addr:street': 'East Adams Street', 'amenity': 'restaurant', 'cuisine': 'mexican', 'level': '0', 'name': ""El Greco's Burritos"", 'website': 'https://grecosburritos.com', 'wheelchair': 'yes'}"
Harry Caray’s Tavern,41.8918517,-87.6096704,"East Grand Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '700', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'East Grand Avenue', 'amenity': 'restaurant', 'name': 'Harry Caray’s Tavern', 'phone': '+1-312-527-9700', 'website': 'https://www.harrycarays.com/harry-carays-tavern-navy-pier.html'}"
Heaven on Seven,41.8835361,-87.6258705,"North Wabash Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '111', 'addr:postcode': '60602', 'addr:state': 'IL', 'addr:street': 'North Wabash Avenue', 'amenity': 'restaurant', 'cuisine': 'cajun;breakfast;lunch;dinner;casual', 'name': 'Heaven on Seven', 'phone': '+1-312-263-6443', 'website': 'https://www.heavenonseven.com/wabash.html'}"
Hello Jasmine,41.8550842,-87.6320986,"South Wentworth Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '2002', 'addr:postcode': '60616', 'addr:state': 'IL', 'addr:street': 'South Wentworth Avenue', 'amenity': 'restaurant', 'cuisine': 'chinese', 'name': 'Hello Jasmine'}"
Himalayan Restaurant,41.8740857,-87.6262217,"South Wabash Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '606', 'addr:postcode': '60605', 'addr:state': 'IL', 'addr:street': 'South Wabash Avenue', 'amenity': 'restaurant', 'cuisine': 'indian', 'name': 'Himalayan Restaurant', 'phone': '+1-312-877-5999', 'website': 'https://himalayanrestaurant.com/', 'website:menu': 'https://himalayanrestaurant.com/menu'}"
Nic’s Organic Fast Food,41.8852909,-87.6328346,"North LaSalle Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '180', 'addr:postcode': '60601', 'addr:state': 'IL', 'addr:street': 'North LaSalle Street', 'amenity': 'restaurant', 'name': 'Nic’s Organic Fast Food', 'phone': '866-717-1607', 'website': 'https://cca-advisors.com'}"
Sociale Chicago,41.872003,-87.6308747,"South Clark Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '800', 'addr:postcode': '60605', 'addr:state': 'IL', 'addr:street': 'South Clark Street', 'amenity': 'restaurant', 'name': 'Sociale Chicago', 'phone': '+1-312-588-1100', 'website': 'https://www.socialechicago.com/'}"
Pho Cafe,41.8531267,-87.6330669,"West Cermak Road, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '232', 'addr:postcode': '60616', 'addr:state': 'IL', 'addr:street': 'West Cermak Road', 'amenity': 'restaurant', 'cuisine': 'vietnamese', 'name': 'Pho Cafe', 'phone': '+1-312-600-9636', 'website': 'http://www.phocafechicago.com/'}"
Poke Poké,41.8803679,-87.626366,"South Wabash Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '118', 'addr:postcode': '60603', 'addr:state': 'IL', 'addr:street': 'South Wabash Avenue', 'amenity': 'restaurant', 'name': 'Poke Poké', 'phone': '+1-312-631-3380', 'website': 'https://www.pokepokechi.com/'}"
Ciccio Mio,41.8892786,-87.6352285,"West Kinzie Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '226', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Kinzie Street', 'amenity': 'restaurant', 'cuisine': 'italian', 'name': 'Ciccio Mio', 'phone': '+1-312-796-3316', 'website': 'https://cicciomio.com/'}"
"Raised, an Urban Rooftop Bar",41.8863329,-87.6283507,"West Upper Wacker Drive, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '1', 'addr:postcode': '60601', 'addr:state': 'IL', 'addr:street': 'West Upper Wacker Drive', 'amenity': 'restaurant', 'name': 'Raised, an Urban Rooftop Bar', 'phone': '+1-312-795-3444', 'website': 'https://www.marriott.com/hotels/hotel-information/restaurant/chisr-renaissance-chicago-downtown-hotel/'}"
Ramen Misoya,41.8924248,-87.6216836,"East Ohio Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '213', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'East Ohio Street', 'amenity': 'restaurant', 'name': 'Ramen Misoya', 'phone': '+1-312-496-3566', 'website': 'https://misoya.net/'}"
